"CaseID","weight1","weight2","weight3","sflag","D1","D2","D3","D4A","D4B","D4C","D4E","D5","D7","D8A","S2","D6","R0","R1_a","R1_b","R1_c","R1_d","R1_e","R1_f","R1_g","R1_h","R1_Refused","R3","R7","H0_a","H0_b","H0_c","H0_d","H0_e","H0_f","H0_g","H0_Refused","H1","H4","H5","H7_a","H7_b","H7_c","H7_d","H7_e","H7_f","H7_Refused","M0","M2","M3","M4","L0","L1_a","L1_b","L1_c","L1_d","L1_e","L1_f","L1_Refused","A0","A0A_a","A0A_b","A0A_c","A0A_d","A0A_e","A0A_f","A0A_g","A0A_h","A0A_Refused","A0B","A1A","A1B","A1C","A2A","A4","C1","C2A","C3","C4A","C4B","C4C","C4D","ED0","ED1","ED3","ED4","ED5","ED6A_a","ED6A_b","ED6A_c","ED6A_d","ED6A_e","ED6A_f","ED8","ED9","ED10","ED11A_a","ED11A_b","ED11A_c","ED11A_d","ED11A_e","ED11A_f","ED12","ED13_a","ED13_b","ED13_c","ED13_d","ED13_e","ED13_f","ED13_g","ED13_Refused","ED14_a","ED14_b","ED14_c","ED14_d","ED14_e","ED14_f","ED14_g","ED14_h","ED14_Refused","ED15","ED16","S7_a","S7_b","S7_c","T0_A1","T0_B1","T0_C1","T0_D1","T0_1_Refused","T0_A2","T0_B2","T0_C2","T0_D2","T0_2_Refused","T0_A3","T0_B3","T0_C3","T0_D3","T0_3_Refused","T1_A1","T1_A2","T1_A3","T1_B1","T1_B2","T1_B3","T1_C1","T1_C2","T1_C3","T1_D1","T1_D2","T1_D3","T1_E1","T1_E2","T1_E3","T2","T2B_1","T2B_2","T2B_3","T2B_4","T2B_5","T2B_6","T5","T7","E1_a","E1_b","E1_c","E1_d","E1_e","E1_f","E2","E4_a","E4_b","E4_c","E4_d","E4_e","E4_f","E4_g","E4_h","E4_i","B2","DOV_B3B4","B3","B4","B5","B6","B7","K0","K1","K1B","K2_b","K2_c","K2_d","K2_e","K2_f","K2_g","K2_h","K2A","K2B","K2C","K14_a","K14_b","K14_c","K14_d","K14_e","K14_f","K14_g","K14_h","K14_Refused","K16","K17","K18","K3_a","K3_b","K3_c","K3_d","K3_e","K3_f","K3_g","K3_h","K3_i","K3_j","K3_k","K3_l","K5A","K8A","K9_a","K9_b","K9_c","K9_d","K9_e","K9_f","K10_a","K10_b","K10_c","K10_d","K10_e","K10_f","K10_g","K10_h","K10_i","K10_j","K10_k","X1","X2_a","X2_b","X2_c","X2_d","X2_e","X2_f","X2_g","X2_h","X2_i","X2_j","X2_Refused","X9","X10","I1","I2","I2A","I3_a","I3_b","I3_c","I3_d","I3_e","I3_f","I3_g","I3_h","I3_i","I3_j","I3_k","I3_Refused","I7","E1B","E1A","E3A_a","E3A_b","E3A_c","E3A_d","E3A_e","E3A_f","E3A_g","E3A_h","E3A_i","E3A_Refused","E3B","ppcmdate","ppage","ppagecat","ppagect4","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","ppreg9","pprent","ppstaten","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","ppnet","sector","control","ppcm0160","ind2","T2B_Refused","T2B_total","S7_total","E1_total","avoidtreatment","insurance","ppreg4"
41,0.7998,0.6269,0.9112,2,4,7,,,,,,,0,0,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1980,0,0,0,0,0,1,0,0,,,,,,,,,,0,,,,,3,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,7,7,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,2,2,2,2,2,1,3,8,888,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,8,0,0,0,1,8,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,20140426,34,2,2,1,1,0,2,1,13,5,1,8,1,83,0,0,0,0,2,6,1,,,,,0,0,0,0,0,1,4
43,0.4434,0.3569,0.4297,2,1,1,1,,,3,2,,1,0,1,1998,,,,,,,,,,,,,0,0,1,0,1,1,0,0,3,4,3,,,,,,,,1,0,2,2216,,,,,,,,,0,,,,,,,,,,0,,,,,1,4,1,0,1,1,1,0,6,8,,,,,,,,,,1980,1984,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,3,3,4,4,4,6,62,1,1,0,0,0,0,0,3,,2,,,,,,,,,,15,888,3,1,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,15,4,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,3,20140427,51,4,3,4,1,1,1,1,15,5,1,3,1,33,0,0,0,0,1,1,1,2,2,10,524000,0,0,0,1,0,1,2
46,0.2641,0.2073,0.2422,2,1,8,,,3,,,9,1,0,1,2003,,,,,,,,,,,,,0,0,0,0,0,1,0,0,3,3,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,8,7,,,,,,,,,,1964,1968,2,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,6,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,,20140429,68,6,4,1,1,1,2,1,15,1,1,8,1,86,0,0,0,0,2,5,1,,,,,0,0,0,2,0,1,4
49,2.4443,1.9238,2.6331,2,1,1,1,,,1,1,4,0,0,2,,3,0,1,0,0,0,0,0,0,0,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,3,0,,,,,,3,3,-1,-1,3,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,0,0,0,0,0,0,0,0,1,,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,-1,-1,,,,,,,,,,,,,,-1,-1,,0,0,0,0,0,0,0,0,0,1,,20140429,33,2,2,1,1,1,3,1,18,1,1,7,1,74,0,1,0,0,2,7,1,,,,,0,0,0,-1,-1,-1,3
51,0.224,0.1739,0.0858,2,1,1,5,,,2,2,,1,0,1,2012,,,,,,,,,,,,,1,0,1,0,1,0,1,0,3,4,3,0,0,1,0,0,0,0,1,0,2,1010,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,0,0,0,,3,5,1,1,,,,,9,2,,,,,,,,,,1977,1981,4,1,1,0,0,0,1,5,,,,,,,,,,,,,,,,,,7,7,1,3,999,1,0,0,0,0,,,,,,,,,,,106000,,,130,,,1,,,0,,,0,,,,0,0,5000,0,100000,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,3,3,1,7,888,0,0,0,1,0,0,0,,,,,,,,,,,,,,,3,1,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,3,1,,1,0,0,0,0,0,0,0,0,0,,20140509,55,5,3,1,2,1,1,1,7,5,1,1,1,11,0,0,0,0,1,4,1,2,2,,,0,105000,1,2,0,1,1
53,1.5055,1.2209,1.2055,2,1,1,1,,,3,2,1,1,0,1,1988,,,,,,,,,,,,,0,1,1,0,1,1,1,0,2,4,3,,,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,0,1,0,,1,5,1,1,,,,,7,8,,,,,,,,,,1978,1982,1,1,0,1,0,1,1,5,,,,,,,,,,,,,,,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,3,4,3,5,6,60,1,1,1,1,0,0,0,4,,3,,,,,,,,,,10,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,10,3,1,1,1,1,0,0,1,0,1,1,0,0,2,1,,1,0,1,1,0,0,0,0,0,0,5,20140430,53,4,3,1,1,1,3,1,18,1,1,2,1,21,0,0,0,1,2,1,0,2,2,10,484000,0,0,0,2,0,1,1
54,0.8402,0.6606,1.0084,2,1,7,,,,,,,1,0,1,2001,,,,,,,,,,,,,0,0,1,0,0,0,0,0,2,3,2,,,,,,,,1,0,2,525,,,,,,,,,1,0,0,0,1,1,0,0,0,0,,0,0,0,,2,5,1,0,-1,-1,1,-1,2,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,,,2,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,1,3,1,3,1,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,0,0,0,0,2,20140427,47,4,3,1,1,1,4,1,12,3,1,5,1,59,0,0,2,0,2,6,1,,,,,0,0,0,0,1,1,3
57,0.118,0.1009,0.0843,2,1,8,,,3,,,9,1,0,1,1979,,,,,,,,,,,,,0,1,0,0,0,1,0,0,2,3,3,,,,,,,,1,0,1,482,,,,,,,,,0,,,,,,,,,,1,,,,2,8,3,1,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,,,2,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,2,20140509,70,6,4,5,2,1,2,1,9,1,1,7,1,74,0,0,0,0,2,5,1,,,,,0,0,0,0,0,1,3
58,0.5731,0.4536,0.5542,2,1,8,,,3,,,9,1,0,1,2002,,,,,,,,,,,,,0,0,0,0,0,1,0,0,2,4,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,6,5,,,,,,,,,,1960,1964,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,2,1,,0,0,1,0,0,0,0,0,0,0,,20140523,72,6,4,1,2,1,2,1,18,1,1,5,1,59,0,0,0,0,2,5,1,1,1,,,0,0,0,2,0,1,3
59,1.1623,0.9102,1.3192,2,4,1,2,,,3,1,,0,1,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1998,0,1,0,1,0,0,0,0,,,,,,,,,,0,,,,,3,1,0,,,,,,4,11,1994,1995,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,4,1,2,4,2,7,999,0,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,,888,,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,3,-1,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,20140512,48,4,3,1,1,0,4,1,12,3,1,2,1,22,0,0,0,0,4,4,1,,,,,0,0,0,0,0,1,1
61,1.0853,0.8568,1.3059,2,1,5,,,,,,1,1,0,1,2000,,,,,,,,,,,,,1,0,1,0,0,1,0,0,2,3,3,,,,,,,,1,0,3,450,,,,,,,,,0,,,,,,,,,,0,,,,,1,4,0,,,,,,6,1,,,,,,,,,,1989,1993,3,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,3,3,3,3,3,2,999,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,5,2,0,1,0,0,0,1,1,0,0,0,0,0,2,1,,0,0,1,0,1,0,1,0,0,0,2,20140504,43,3,2,1,2,1,4,1,11,1,1,6,1,61,0,0,1,1,2,7,1,,,,,0,0,0,2,0,1,3
66,0.507,0.4005,0.5342,2,1,1,1,,,2,2,1,1,0,1,2001,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,3,2,,,,,,,,1,0,5,1600,,,,,,,,,0,,,,,,,,,,0,,,,,2,4,1,0,0,1,0,0,6,8,,,,,,,,,,1995,1999,3,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,4,5,0,1,0,,,,,,1,0,0,0,0,,,,,,,24000,,,250,,,3,,,0,,,0,,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,2,4,3,4,4,4,2,3,62,1,0,1,0,0,0,0,3,,1,,,,,,,,,,10,888,2,1,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,25,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,20140426,44,3,2,1,1,1,4,1,16,1,1,5,1,56,1,0,1,0,2,1,1,2,2,15,813400,0,0,1,0,1,1,3
67,0.4768,0.3856,0.4922,2,1,1,1,,,3,1,6,1,0,1,1997,,,,,,,,,,,,,0,0,0,1,1,1,0,0,1,3,3,,,,,,,,1,1,5,535,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,0,0,0,,3,3,1,0,1,1,0,0,3,4,1983,1984,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,2,2,1,3,1,6,70,1,1,0,0,0,0,0,1,5,,,,,,,,,,,888,888,4,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,3,0,0,0,1,0,0,0,0,0,0,0,0,1,20140503,52,4,3,4,1,1,5,1,11,1,0,8,1,86,0,0,1,2,2,1,1,9,3,3,518000,0,0,0,0,1,1,4
68,0.6557,0.5294,0.7475,2,1,1,1,,,2,2,1,1,0,1,2010,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,4,3,0,0,0,0,0,1,0,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,0,0,0,,1,5,1,1,,,,,5,8,,,,,,,,,,2007,2014,3,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,2,3,0,0,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,5,5,4,2,2,70,1,0,0,1,1,0,0,3,,3,,,,,,,,,,6,6,2,1,8,1,1,1,1,1,1,8,0,0,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,10,4,0,0,0,1,1,0,1,1,0,0,0,0,3,1,,0,1,1,1,0,0,1,1,0,0,5,20140426,27,2,1,3,2,1,2,1,13,1,1,7,1,74,0,0,0,0,2,1,1,4,1,20,442000,0,0,0,2,0,1,3
70,0.3812,0.2978,0.1756,2,1,8,,,3,,,,1,0,1,1984,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,3,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,8,3,1,1,,,,,6,1,,,,,,,,,,1949,1954,1,1,1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,1,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,4,1,3,3,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,2,1,,1,0,0,0,0,0,0,0,0,0,,20140430,75,7,4,1,1,1,1,1,8,2,1,7,1,74,0,0,0,0,1,5,1,2,2,,,0,0,0,2,0,1,3
72,4.2242,3.4371,5.2662,2,5,1,1,,,3,2,,1,0,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2010,0,0,0,1,0,0,0,0,,,,,,,,,,0,,,,,2,4,1,0,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,6,2,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,5,3,3,4,5,3,5,55,1,0,0,1,0,0,0,3,,5,,,,,,,,,,888,888,2,1,0,0,8,1,1,1,8,8,8,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,10,3,0,0,0,0,0,0,0,0,0,0,1,0,3,-1,,0,0,1,0,0,0,0,0,0,0,,20140501,19,1,1,2,1,0,3,1,17,5,1,4,1,43,0,0,0,0,3,1,1,,,28,933000,0,0,0,-1,0,1,2
73,0.8457,0.6606,1.1307,2,1,1,2,,,2,1,1,1,0,1,2011,,,,,,,,,,,,,0,0,0,0,0,1,0,0,8,3,3,0,1,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,0,,0,0,0,,1,5,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,4,3,4,2,4,6,65,1,0,0,1,0,0,0,1,3,,,,,,,,,,,888,888,4,1,0,0,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,30,4,0,1,1,0,0,1,1,0,1,1,0,0,3,1,,1,0,0,0,0,0,0,0,0,0,,20140426,55,5,3,1,2,1,2,1,15,1,1,2,1,21,0,0,0,0,2,1,1,,,29,518000,0,0,0,2,0,1,1
74,0.1977,0.1561,0.2085,2,1,1,3,,,3,,1,1,0,1,2010,,,,,,,,,,,,,0,0,0,0,0,1,0,0,2,4,3,1,0,0,0,0,0,0,1,0,1,1500,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,0,0,0,,1,5,1,0,1,0,0,0,6,8,,,,,,,,,,1988,1992,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,2,1,0,0,1,,,,,,,,,,,1,0,0,0,0,,,5000,,,0,,,1,,,0,,,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,1,2,1,4,5,5,888,1,1,1,1,0,1,0,,,,,,,,,,,,,,,1,1,1,0,8,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,7,1,1,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,20140519,45,4,3,1,1,1,5,1,13,1,1,4,1,41,0,0,1,1,3,2,1,1,1,29,713000,0,0,1,0,1,1,2
77,0.3507,0.2721,0.1245,2,3,1,1,,,2,2,,1,0,2,,2,0,1,0,0,0,0,0,1,0,900,2,,,,,,,,,,,,,,,,,,,,,,,2001,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,,1,0,0,,3,5,1,0,1,1,1,0,3,7,1979,1983,3,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,7,7,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,2,2,1,4,4,5,60,1,0,-1,1,0,1,0,3,,1,,,,,,,,,,5,5,2,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,8,2,0,1,0,0,0,1,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,,20140824,54,4,3,1,2,0,5,1,9,3,1,5,2,58,0,0,0,0,5,1,1,1,1,1,446000,0,0,0,1,0,1,3
81,0.4951,0.4038,0.4296,2,1,8,,,3,,,9,1,0,1,1984,,,,,,,,,,,,,0,0,1,0,0,1,0,0,2,4,2,,,,,,,,1,0,1,959,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,0,0,0,,1,4,1,1,,,,,7,8,,,,,,,,,,1964,1968,1,1,1,1,0,0,0,3,,,,,,,,,,,,,,,,,,3,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,4,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,3,0,1,1,0,1,0,0,0,0,0,0,0,,20140512,67,6,4,4,1,1,2,1,17,1,1,3,1,34,0,0,0,0,2,5,1,1,1,,,0,0,0,1,0,1,2
82,0.2786,0.214,0.1052,2,1,4,,,,,,,1,1,2,,3,1,1,0,0,1,0,0,0,0,840,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,0,1,1,,3,4,1,0,0,1,1,0,3,12,2001,2003,5,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,6,4,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,3,4,3,2,3,2,7,70,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,15,4,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,2,20140510,37,3,2,5,1,1,1,3,6,5,1,9,2,93,0,0,0,0,1,1,1,4,1,22,813200,0,0,0,1,0,1,4
84,0.8822,0.702,0.8202,2,1,8,,,3,,,1,1,0,1,2003,,,,,,,,,,,,,1,0,0,1,1,1,0,0,3,5,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,8,5,1,1,,,,,7,5,,,,,,,,,,1959,1968,1,1,1,-1,1,-1,-1,2,,,,,,,,,,,,,,,,,,6,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,3,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,2,0,1,1,0,1,0,0,0,0,0,0,0,,20140429,73,6,4,1,1,1,2,1,19,1,1,9,1,91,0,0,0,0,2,5,1,1,1,,,0,0,0,1,0,1,4
85,0.4041,0.3175,0.3863,2,1,8,,,3,,,9,1,0,1,2008,,,,,,,,,,,,,0,0,0,0,0,1,0,0,3,3,3,1,1,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,7,8,,,,,,,,,,1958,1962,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,4,1,5,5,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,3,1,,1,0,0,0,0,0,0,0,0,0,,20140503,74,6,4,1,1,1,2,1,11,1,1,7,1,74,0,0,0,0,2,5,1,1,1,,,0,0,0,2,0,1,3
88,0.2367,0.1855,0.2223,2,1,1,1,,,2,1,1,1,0,1,2007,,,,,,,,,,,,,0,1,1,0,0,1,0,0,1,5,3,1,0,0,0,0,0,0,1,0,1,1500,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,0,0,0,,1,5,1,1,,,,,4,11,1973,1975,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,,,,,,,,,,,1,0,0,0,0,,,0,,,0,,,2,,,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,4,3,5,3,5,4,888,1,1,1,1,1,0,1,,,,,,,,,,,,,888,15,1,1,1,1,1,0,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,10,4,0,1,0,0,0,0,1,1,0,0,0,0,3,1,,0,0,1,0,0,0,0,0,0,0,,20140504,60,5,4,1,1,1,2,1,14,1,1,4,1,41,0,0,0,0,2,1,1,4,1,1,221000,0,0,1,2,0,1,2
