CaseID,weight_orig,XYEAR,D0,D1,DOV_LIVARR,D2,D3,D4A,D4B,D4C,D5,S1A,S1B,S2,S3,S4,S5,S4A,S5A,S7_a,S7_b,S7_c,S7_d,DOV_SDEBT1,DOV_SDEBT2,DOV_SDEBT3,DOV_SDEBT4,S11,S12,S13A,S13B,S14_a,S14_b,S15,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,R1_Refused,R2,R3A,H0,H1,H4,H5,H6,L1,L2,L1A,L2A,L3,A1A_a,A1A_b,A1A_c,A1B_a,A1B_b,A1B_c,A3,A4,A5,A6,A7,C1,C2_a,C2_b,C3,C4_a,C4_b,C4_c,C4_d,T1_A1,T1_A2,T1_A3,T1_A4,T1_B1,T1_C1,T1_D1,T1_E1,T1_B2,T1_C2,T1_D2,T1_E2,T1_B3,T1_C3,T1_D3,T1_E3,T1_B4,T1_C4,T1_D4,T1_E4,T1A_F1,T1A_F2,T1A_F3,T1A_F4,T1A_G1,T1A_G2,T1A_G3,T1A_G4,T2,T3,T4,T6,T7,T8,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E2,E3,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,E4_g,E4_h,B1_a,B1_b,B2,B3,K0,K1,K2_a,K2_b,K2_c,K2_d,K2_e,K2_f,K2_g,K2_h,K2_Refused,K3_a,K3_b,K3_c,K3_d,K3_e,K3_f,K3_g,K3_h,K3_i,K3_j,K3_k,K3_l,K3_Refused,K4,K5,K6,K7,K8,K9_a,K9_b,K9_c,K9_d,K9_e,K10_a,K10_b,K10_c,K10_d,K10_e,K10_f,K10_g,K10_h,K10_i,K10_j,K10_k,K10_Refused,K11,K12,K13,X1,X2_a,X2_b,X2_c,X2_d,X2_e,X2_f,X2_g,X2_h,X2_i,X2_j,X2_k,X2_Refused,X3,X4_a,X4_b,X4_c,X4_d,X4_e,X4_f,X4_Refused,X5,X6_a,X6_b,X6_c,X6_d,X6_e,X6_f,X6_g,X6_Refused,X7,X8,X9,X10,Y1,Y2,DOV_Y3_Y4,Y3_a,Y3_b,Y3_c,Y3_d,Y3_e,Y3_Refused,Y4_a,Y4_b,Y4_c,Y4_d,Y4_e,Y4_Refused,I1,I2,I3_a,I3_b,I3_c,I3_d,I3_e,I3_f,I3_g,I3_h,I3_i,I3_j,I3_k,I3_Refused,I4,I4A,I5,I6,I6A,I7,I8_a,I8_b,I8_c,I9,I10_a,I10_b,I10_c,I10_d,I10_e,I10_f,I10_g,I10_Refused,DOV_E1A_E1B,E1A,E1B,E3B_a,E3B_b,E3B_c,E3B_d,E3B_e,E3B_f,E3B_g,E3B_h,E3B_i,E3B_Refused,E4B,G1,G2,G3,P3,P4,P5,P6,P7,P8,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,sector,control,weight,totalstudentloan,A1a,A1b,A1c,normincome,normalincome,income,insurance,avoidtreatment,T6a,studentloans
884,.4602,1975,5,1,,1,1,,,,,,1,2,0,,,,,1,999,999,999,1,0,0,0,4,0,,3,1,0,0,0,1,1,0,1,0,0,0,0,0,825,,,,,,,,,,,,,,,,0,0,2,3,1,0,5,1,1,0,0,0,1,0,1,,,,1,0,0,0,,,,,,,,,,,,,32000,,,,127,,,,1,2007,2,13,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,5,4,5,4,4,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,7,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,2,2,,,,,,,,,,,,,,1,15,0,1,0,0,0,1,0,0,0,0,1,0,100000,,3,87000,,2,200,500,300,1,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,1,2,1,,2,2,,1,,,37,3,2,14,4,1,1,1,1,3,15,5,1,4,9,2,93,0,0,0,0,1,1,1,1,1,.4222,32000,,,0,87000,6,7,1,0,9,1
3854,.1254,1988,1,2,1,1,1,,,,1,1,,2,0,,,,,1,0,999,999,1,0,0,0,3,0,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1525,,,,,,,,,,,,,0,,,,0,1,,1,0,5,0,1,1,,,,,8,,,,1,0,0,0,,,,,,,,,,,,,50000,,,,450,,,,1,2010,2,4,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,4,5,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,7,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,2,2,,,,,,,,,,,,,,1,35,0,0,0,1,1,0,1,0,0,0,0,0,115000,,2,,,2,100,900,0,1,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,1,,,,3,1,1,,,2,25,2,1,12,4,5,2,1,2,3,16,6,1,4,9,2,93,0,0,0,0,2,1,1,1,1,.109,50000,,,0,115000,7,7,1,0,4,1
3556,.6624,1955,1,2,1,1,1,,,,1,1,,1,,1,0,,,1,0,1,0,1,0,1,0,10,0,,6,0,0,1,,,,,,,,,,,,1989,1,4,3,,,,,,,,,1,,,,0,2,2,2,,4,1,1,0,1,0,1,0,1,,6,,1,0,0,0,,,,,1,0,0,0,,,,,10000,,40000,,150,,500,,1,2007,3,1,6,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,5,5,3,2,2,7,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,9,7,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,,,,,,,,,1,3,0,1,2,1,,,,,,,,,,,,,,2,5,0,0,0,0,0,1,1,0,1,0,0,0,128000,,1,150000,,2,25,100,875,2,0,0,1,0,1,0,0,0,2,,0,0,1,1,0,0,0,0,0,0,0,0,,,4,2,2,,1,,,58,5,3,14,4,1,2,1,2,1,17,1,1,4,9,1,93,0,0,0,0,2,1,1,1,1,.7694,50000,,,1,150000,8,7,1,0,1,1
2149,.3173,1982,5,2,1,6,,3,,,,,1,3,0,,,,,1,999,999,999,1,0,0,0,3,1,,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,1,3,0,1,0,0,0,1,0,0,0,10,,,,0,1,0,0,,,,,,,,,,,,,0,,,,0,,,,2,,1,1,3,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,5,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,,,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,0,0,2,3,,,,,,,,1,1,0,0,0,0,1,0,,,,,,,,,,,,,0,,1,0,,2,0,0,1000,1,,,,,,,,,1,0,,0,0,0,0,0,0,0,1,0,0,0,,,,-1,1,1,,,1,31,2,2,9,2,5,1,0,4,3,1,5,1,4,9,3,93,0,0,0,0,4,7,0,1,1,.2308,0,1,0,1,0,1,1,1,0,1,1
852,.2356,1989,5,4,3,1,2,,,,,,1,2,0,,,,,1,999,999,999,1,0,0,0,7,1,,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1100,,,,,,1,1,,,2,,,,0,0,1,0,-1,,8,0,3,0,0,0,0,1,0,0,5,,,,1,1,0,0,,,,,,,,,,,,,23000,,,,101,,,,1,2011,1,3,3,1,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,2,2,2,3,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,0,0,7,4,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,0,,,,,,,,,1,1,0,0,2,2,,,,,,,,,,,,,,2,15,0,0,0,1,1,1,1,1,0,0,0,0,60000,,2,,,3,0,500,500,2,1,0,1,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,,,4,3,1,2,,,,23,1,1,12,4,4,2,0,6,1,11,5,1,4,9,2,93,0,1,0,1,4,1,1,1,1,.2171,23000,0,0,1,60000,5,5,1,1,3,1
4066,.6172,1995,5,5,4,6,,3,,,,,1,3,0,,,,,1,0,0,0,1,0,0,0,0,-1,,3,0,0,8,,,,,,,,,,,,,,,,,1,0,,,-1,,,,0,0,0,0,8,,8,0,8,0,0,,,,,,2,,,,1,1,0,0,,,,,,,,,,,,,20000,,,,400,,,,2,,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,3,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,10,10,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,0,,,,,,,,,0,,0,0,3,1,,1,0,0,0,0,0,,,,,,,2,0,,,,,,,,,,,,,80000,,2,,,2,300,400,300,1,,,,,,,,,1,0,,0,0,0,1,0,0,0,0,0,0,1,,,,4,2,,1,,,18,1,1,9,2,5,2,0,3,3,15,5,1,4,9,2,93,0,0,1,1,1,3,1,1,1,.7373,20000,0,0,0,80000,6,6,1,0,1,1
220,.3008,1982,1,1,,1,2,,,,1,1,,2,0,,,,,1,0,999,999,1,0,0,0,8,1,,4,1,0,8,1,0,0,0,1,0,0,0,0,2,750,,,,,,,,,,,1,1,1,,,,0,3,4,2,0,2,1,1,0,1,1,1,0,1,,,,0,1,0,0,,,,,,,,,,,,,28000,,,,0,,,,2,,3,7,3,,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-1,3,3,2,2,2,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,6,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,1,0,1,2,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,27000,,3,23000,,3,100,0,900,1,,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,4,1,1,,,1,31,2,2,12,4,1,2,1,2,3,7,1,1,4,9,2,93,0,0,0,0,2,1,1,2,2,.2119,28000,1,1,1,23000,3,4,0,1,7,1
3281,1.5918,1956,1,2,1,1,1,,,,3,1,,1,,1,0,,,1,0,0,0,1,0,0,0,2,0,,4,0,1,1,,,,,,,,,,,,1998,3,4,3,,,,,,,,,0,,,,0,3,2,3,,1,0,1,1,,,,,1,,,,0,1,0,0,,,,,,,,,,,,,40000,,,,0,,,,2,,2,7,4,,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,5,4,5,1,,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,8,5,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,,,,0,,,,,,,,,1,0,0,1,1,2,,,,,,,,,,,,,,1,20,0,1,0,0,0,1,1,1,0,0,1,0,98000,,2,,,3,200,500,300,1,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,1,4,1,3,4,1,1,,,2,57,5,3,12,4,2,2,1,2,2,14,1,1,4,9,3,93,0,0,0,0,2,1,1,2,2,1.5413,40000,,,0,98000,6,6,1,0,7,1
1457,.7806,1968,1,2,1,1,1,,,,1,1,,1,,1,0,,,1,0,0,999,1,0,0,0,0,0,,4,1,0,0,,,,,,,,,,,,2010,,3,3,,,,,,,,,1,,,,0,2,4,2,,2,0,0,,,,,,2,,,,0,1,1,0,,,,,,,,,,,,,30000,,,,350,,,,1,2012,3,7,4,,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,3,5,2,3,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,10,9,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,,,,,,,,,0,,0,0,1,1,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,87000,,2,,,2,400,200,400,1,,,,,,,,,2,,1,0,0,0,0,1,0,0,0,0,0,1,1,1,,3,1,1,,,2,45,4,3,13,4,1,2,1,5,1,14,1,1,4,9,1,92,0,0,1,2,2,1,1,2,2,.6918,30000,,,1,87000,6,6,1,1,7,1
2079,1.637,1986,5,2,1,1,1,,,,,,1,2,0,,,,,1,0,1,999,1,0,1,0,1,1,,6,1,0,0,1,0,0,1,1,0,0,0,0,3,901,,,,,,,,,,,,,,1,1,0,0,3,2,3,0,1,1,1,1,,,,,1,,1,,-1,-1,-1,-1,,,,,-1,-1,-1,-1,,,,,5000,,50,,,,,,1,2008,4,9,1,,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,1,1,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,1,0,0,0,8,,1,1,1,2,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,0,,1,20000,,1,200,600,200,1,,,,,,,,,1,0,,0,0,0,0,0,0,1,0,0,0,0,1,1,,1,1,1,,,1,27,2,1,9,2,4,2,1,5,3,11,6,1,4,9,2,93,0,1,2,0,2,1,1,4,1,1.8,5050,1,1,0,20000,3,1,1,1,9,1
2510,.6236,1994,5,4,3,1,2,,,,,,1,2,0,,,,,1,999,999,999,1,0,0,0,1,0,,4,1,0,-1,1,0,1,0,1,1,0,0,0,1,1500,,,,,,1,1,,,2,,,,,,0,0,2,4,2,0,3,1,1,1,,,,,1,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,0,,4,7,1,0,0,0,-1,-1,0,0,1,2,1,-1,1,1,0,0,0,1,1,1,3,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,,10,5,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,0,,1,1,2,1,,,,,,,,,,,,,,2,25,0,0,0,1,0,1,0,0,0,0,0,0,2000,,3,15000,,3,200,800,0,2,0,0,0,1,0,0,0,0,2,,0,0,0,0,1,1,0,0,0,0,0,1,1,1,,1,2,,2,1,,18,1,1,9,2,4,2,0,4,3,10,5,1,4,9,2,93,0,0,0,1,3,7,1,4,1,.5453,0,,,0,15000,3,1,1,0,7,1
2010,1.4597,1966,1,2,1,1,2,,,,3,1,,2,0,,,,,1,0,0,0,1,0,0,0,0,0,,6,0,0,0,0,0,0,1,1,0,0,0,0,3,800,,,,,,,,,,,,,1,,,,0,3,4,3,0,1,0,0,,,,,,2,,,,1,1,1,0,,,,,,,,,,,,,280000,,,,1500,,,,1,2001,5,10,6,2,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,5,5,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,5,4,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,,1,0,1,2,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,12000,,1,55000,,2,200,0,800,1,,,,,,,,,1,0,,0,0,0,0,0,0,0,1,0,0,0,,,,4,1,2,,,,47,4,3,14,4,1,2,1,3,3,5,1,1,4,9,2,93,0,0,1,0,2,4,0,,,1.2196,280000,,,1,55000,5,2,1,1,10,1
1725,1.7513,1978,5,1,,1,1,,,,,,1,2,0,,,,,1,0,0,0,1,0,0,0,6,0,,5,1,1,1,0,0,1,0,0,0,0,0,0,0,932,,,,,,,,,,,,,,,,0,0,3,4,2,0,2,0,1,0,1,1,1,1,1,,,,1,0,0,0,,,,,,,,,,,,,158000,,,,242,,,,1,2012,2,7,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,2,4,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8,0,0,6,4,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,,1,1,1,2,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,43000,,3,38000,,3,0,1000,0,1,,,,,,,,,1,1,,0,0,1,0,1,0,1,0,0,0,1,2,1,5,3,1,1,,,1,34,2,2,13,4,2,1,1,1,3,10,5,1,4,9,2,93,0,0,0,0,1,1,1,2,2,1.3112,158000,,,0,38000,4,4,1,0,7,1
821,.9389,1971,1,2,1,1,1,,,,1,1,,1,,1,0,,,1,1,1,-1,1,1,1,,4,1,,7,1,1,1,,,,,,,,,,,,2010,,3,3,,,,,,,0,0,0,,,,1,2,3,2,,-1,1,1,0,1,1,1,0,6,5,1,,0,1,1,0,1,0,0,0,0,0,0,0,,,,,60000,30000,10000,,300,100,0,,1,2008,4,7,4,2,1,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,5,5,1,2,3,4,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,10,5,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,1,1,1,1,,,,,,,,,,,,,,3,1,0,1,1,1,0,1,1,1,1,0,0,0,60000,,1,70000,,2,100,0,900,2,0,0,1,1,1,0,0,0,1,0,,0,1,0,0,0,0,1,0,0,0,1,2,1,3,3,1,1,,,1,42,3,2,13,4,4,1,1,5,1,14,1,1,4,9,1,93,0,0,1,1,3,1,1,2,2,.8947000000000001,100000,0,0,0,70000,5,5,0,1,7,1
802,.3899,1962,3,2,1,1,1,,,,,,1,2,0,,,,,1,999,1,999,1,0,1,0,0,0,,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1790,,,,,,,,,,,,,,,,1,0,3,4,3,0,1,1,0,,,,,,10,,1,,0,1,0,0,,,,,0,1,0,0,,,,,72000,,4000,,0,,0,,0,,5,8,4,,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,5,5,1,5,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,8,,0,0,3,3,2,,,,,,,1,0,0,0,0,0,3,0,,,,,,,,,,,,,43200,,-1,,,3,1000,0,0,1,,,,,,,,,2,,0,0,0,0,0,1,1,1,1,0,0,0,,,,4,1,1,,,1,51,4,3,12,4,1,2,1,3,3,11,3,1,4,9,2,93,0,0,0,1,2,1,1,2,2,.3245,76000,,,1,,,4,1,1,8,1
2994,.7367,1983,2,2,1,1,2,,,,2,1,,3,0,,,,,1,999,999,999,1,0,0,0,2,0,,3,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,8,,8,0,3,-1,-1,0,1,1,0,0,2,,,,1,0,0,0,,,,,,,,,,,,,18000,,,,301,,,,1,2009,5,13,4,1,0,0,1,1,0,1,1,3,0,1,0,0,0,0,0,0,5,4,3,3,2,2,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,8,0,0,9,7,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,0,0,,1,1,2,2,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,80000,,3,60000,,2,100,250,650,3,0,0,0,1,1,0,0,0,2,,0,0,0,0,0,1,0,1,0,0,0,0,2,2,,2,1,1,,,1,29,2,1,13,4,5,2,1,2,3,14,6,1,4,9,2,93,0,0,0,0,2,4,1,2,2,.7376,18000,,,1,60000,5,6,1,1,8,1
458,.3564,1976,1,2,1,1,1,,,,1,1,,2,0,,,,,1,1,0,0,1,1,0,0,2,0,,5,0,1,0,1,0,0,0,1,0,0,0,0,0,1650,,,,,,,,,,,,,0,,,,0,1,,1,0,5,1,1,0,1,0,0,0,8,2,,,1,0,0,0,1,0,0,0,,,,,,,,,129000,16000,,,990,250,,,1,2010,2,10,5,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,4,3,4,2,5,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,8,0,0,9,8,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,,,,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,2,10,0,1,0,0,1,1,1,1,0,0,0,0,150000,,2,,,3,100,0,900,1,,,,,,,,,2,,1,1,0,1,0,0,0,0,0,0,0,1,2,1,,3,2,,1,,,36,3,2,14,4,1,1,1,2,3,18,1,1,4,9,2,93,0,0,0,0,2,1,1,2,2,.4285,145000,,,0,150000,8,8,1,0,10,1
1211,.1616,1992,5,2,1,1,2,,,,,,1,3,0,,,,,1,0,999,999,1,0,0,0,1,0,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,,2,0,4,1,1,1,,,,,1,,,,0,1,0,0,,,,,,,,,,,,,2625,,,,0,,,,2,,1,8,2,,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,,10,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,3,3,2,,,,,,,1,0,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,31000,,2,,,2,100,100,800,2,1,0,0,1,0,0,0,0,2,,0,0,0,0,1,1,1,0,0,0,0,0,,,,3,1,1,,,1,21,1,1,10,3,2,1,0,4,1,6,5,1,4,9,2,93,0,0,0,0,4,1,1,4,1,.132,2625,,,0,31000,4,4,1,0,8,1
3107,1.6639,1965,3,1,,3,,,,,,,1,2,0,,,,,1,0,0,0,1,0,0,0,0,0,,4,1,0,8,0,0,1,0,1,0,0,0,0,1,485,,,,,,,,,,,,,,,,1,0,3,1,3,0,1,0,0,,,,,,1,,,,0,0,1,1,,,,,,,,,,,,,12000,,,,0,,,,0,,3,8,3,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2,3,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,3,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,2,2,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,3000,,2,,,2,200,200,600,2,0,0,0,0,0,1,0,0,2,,1,0,0,0,0,0,0,0,0,1,0,0,1,1,,4,1,1,,,2,48,4,3,10,3,1,1,1,1,1,4,3,1,3,7,2,74,0,0,0,0,1,4,0,4,1,1.5001,12000,,,1,3000,1,1,0,1,8,1
2554,2.2785,1977,2,2,1,1,1,,,,1,1,,1,,1,0,,,1,999,0,0,1,0,0,0,5,0,,4,0,0,8,,,,,,,,,,,,2008,3,3,3,,,,,,,,,0,,,,0,2,1,2,,2,0,0,0,1,1,1,0,1,,,,1,0,0,0,,,,,,,,,,,,,23000,,,,100,,,,1,2001,2,8,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,3,0,,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,8,8,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,1,1,1,1,0,0,0,,,,,,,,,1,1,1,0,2,2,,,,,,,,,,,,,,2,2,0,0,0,1,0,1,1,1,0,0,0,0,75000,,1,85000,,1,0,0,1000,1,,,,,,,,,1,1,,0,0,0,0,1,0,1,0,0,0,0,,,,4,1,1,,,1,35,3,2,12,4,4,1,1,2,1,15,5,1,4,9,1,93,0,0,0,0,2,1,1,2,2,2.1712,23000,,,0,85000,6,6,1,1,8,1
3969,.2814,1987,2,2,1,1,1,,,,1,1,,2,0,,,,,1,1,999,999,1,1,0,0,1,0,,5,0,0,1,0,0,0,0,1,0,0,0,0,0,625,,,,,,,,,,,,,0,,,,0,3,2,1,0,4,0,0,1,,,,,3,1,,,1,0,0,0,0,1,0,0,,,,,,,,,42000,10000,,,300,0,,,1,2012,2,1,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,3,3,2,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,8,7,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,0,,1,0,2,2,,,,,,,,,,,,,,2,6,0,0,0,1,1,1,1,0,0,0,1,0,18000,,1,32000,,3,200,400,400,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,,,3,3,2,,1,,,25,2,1,13,4,1,2,1,1,3,12,6,1,4,9,2,93,0,0,0,0,1,1,1,2,2,.2497,52000,,,0,32000,4,3,1,0,1,1
1111,1.0037,1976,1,2,1,1,1,,,,1,1,,1,,1,0,,,1,0,0,0,1,0,0,0,3,1,,3,0,0,1,,,,,,,,,,,,2011,,5,3,,,,,,,0,0,0,,,,0,-1,,1,,4,0,1,0,1,1,0,0,2,,,,1,1,0,0,,,,,,,,,,,,,49000,,,,400,,,,1,2013,2,8,4,0,0,0,0,0,0,-1,1,3,1,0,0,0,0,0,0,0,3,4,4,4,3,6,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,6,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,1,2,,,,,,,,,,,,,,1,15,0,1,0,0,0,0,1,1,1,0,0,0,160000,,2,,,3,300,500,200,1,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,1,,,3,3,1,1,,,2,36,3,2,13,4,1,2,1,2,1,18,1,1,3,7,1,74,0,0,0,0,2,1,1,3,3,1.2247,49000,0,0,0,160000,8,8,1,0,8,1
4180,1.5441,1959,1,2,1,1,1,,,,2,1,,1,,0,,,,1,0,0,0,1,0,0,0,7,0,,3,0,0,1,,,,,,,,,,,,1996,3,5,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,0,1,1,0,0,12,,,,0,1,0,0,,,,,,,,,,,,,165000,,,,0,,,,1,2012,2,4,4,,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,3,3,3,4,4,5,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,10,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,1,1,,,,,,,,,,,,,,1,15,0,1,1,0,0,0,0,1,1,0,0,0,97000,,2,,,2,200,200,600,1,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,1,,,5,4,1,1,,,1,53,4,3,13,4,2,1,1,2,1,16,1,1,3,7,1,74,0,0,0,0,2,1,1,3,3,1.9346,165000,,,0,97000,6,6,1,0,4,1
